objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,redshift,redshift_err,class
1237646549575401765,20.94433,20.27348,19.87477,19.6673,19.82965,0.3802286,0.2962715,0.2049593,0.1523067,0.1132882,0.169056,7.193937e-06,GALAXY
1237646549576712337,19.8441,18.61294,17.88917,17.43708,17.17084,0.5710979,0.4449956,0.3078459,0.2287625,0.1701573,0.109002,2.238396e-05,GALAXY
1237646585565151273,21.52511,18.68376,16.84261,15.82592,15.11223,3.276496,2.553023,1.76617,1.312453,0.9762242,0.5393306,0.0001498328,GALAXY
1237646585565282459,24.59196,20.5863,18.61079,17.48596,16.67815,6.394471,4.982529,3.44689,2.561409,1.905218,0.7574083,6.68375e-05,GALAXY
1237646586102415745,21.91005,20.49937,19.47652,18.62923,18.12119,3.279056,2.555018,1.76755,1.313479,0.9769868,0.1075606,6.443121e-06,GALAXY
1237646586103923302,22.40849,20.88455,20.084,19.62136,19.31622,2.413222,1.880366,1.300829,0.9666551,0.7190138,0.593474,0.0003827008,GALAXY
1237646586632536421,21.20502,20.25508,19.91791,19.81835,19.59267,0.3422064,0.2666449,0.1844637,0.1370763,0.1019596,0.1671055,2.967194e-05,GALAXY
1237646586633126173,20.98464,20.04749,19.75498,19.5947,19.61239,0.2964598,0.2309995,0.1598044,0.1187518,0.0883295,0.6883767,0.0002563416,GALAXY
1237646586638631776,22.11305,20.26253,19.00913,18.3105,17.8396,1.929789,1.503679,1.040238,0.7730083,0.5749761,0.1212948,1.293675e-05,GALAXY
1237646586639024712,23.98177,21.70249,20.11795,19.31438,18.80984,3.560712,2.774482,1.919374,1.426301,1.060906,0.5883247,0.0004003379,GALAXY
1237646586639089979,18.29707,19.05436,17.86311,18.62256,17.6707,2.837904,2.211276,1.52975,1.136768,0.8455469,0.1815861,4.068862e-05,GALAXY
1237646586639286761,23.1916,20.76321,19.18958,18.21423,17.24916,2.811127,2.190411,1.515316,1.126042,0.8375686,0.1195249,3.107103e-05,GALAXY
1237646586639286849,22.70795,20.00511,18.19209,17.15922,16.3289,2.748647,2.141727,1.481637,1.101015,0.8189529,0.1095455,4.346742e-05,GALAXY
1237646586639287212,23.48819,21.99708,20.00359,19.14794,18.44995,2.660612,2.073131,1.434183,1.065751,0.7927232,0.2785011,3.751783e-05,GALAXY
1237646586639942229,21.0476,19.23825,18.17137,17.65735,17.28868,2.973723,2.317105,1.602963,1.191173,0.8860139,0.5697345,0.000283708,GALAXY
1237646586640401807,23.54506,20.74011,19.09349,18.12006,17.51442,2.590491,2.018493,1.396384,1.037663,0.7718307,0.126261,2.058951e-05,GALAXY
1237646587169866225,20.5505,20.06533,19.91228,19.8725,20.05539,0.4088377,0.3185636,0.2203808,0.1637665,0.1218122,0.1210211,6.14173e-05,GALAXY
1237646587173340066,19.87214,18.55198,17.71604,17.35203,17.03208,0.6277888,0.4891688,0.3384047,0.251471,0.1870482,0.1530028,3.029159e-05,GALAXY
1237646587173405681,21.22515,19.90416,18.85051,18.31613,17.99262,0.6244707,0.4865833,0.3366161,0.2501418,0.1860595,0.2365103,1.512913e-05,GALAXY
1237646587173536762,24.18116,19.62364,18.34657,17.67647,17.35222,0.4456039,0.3472116,0.2401994,0.1784939,0.1327666,0.1785832,1.489411e-05,GALAXY
1237646587174061434,24.34468,21.16326,19.85005,19.35391,19.29846,0.5888638,0.4588387,0.3174224,0.2358789,0.1754506,0.1795987,9.669847e-05,GALAXY
1237646587175305670,19.38519,17.68079,16.73539,16.20056,15.80572,1.44433,1.125412,0.778555,0.5785498,0.4303347,0.05318839,1.385252e-05,GALAXY
1237646587175306089,19.56291,18.14799,17.32569,16.7966,16.46201,1.327319,1.034238,0.7154811,0.5316792,0.3954716,0.05301767,8.800655e-06,GALAXY
1237646587175371367,21.87141,20.50587,19.67873,19.07804,18.74881,1.362396,1.06157,0.7343892,0.5457299,0.4059228,0.1248497,1.864344e-05,GALAXY
1237646587175371616,20.70156,18.46799,17.20432,16.53852,16.02169,1.087147,0.8470973,0.586018,0.4354742,0.3239128,0.1218914,2.145067e-05,GALAXY
1237646587175372001,22.85558,20.77907,19.36982,18.63065,18.13894,1.270461,0.989935,0.6848324,0.5089039,0.378531,0.1484322,2.368174e-05,GALAXY
1237646587175372327,21.87808,20.57286,19.53914,18.81359,18.43018,1.105544,0.8614321,0.5959347,0.4428434,0.3293941,0.1498839,1.370329e-05,GALAXY
1237646587175437486,21.16541,18.77294,17.69212,17.09892,16.69278,1.095077,0.8532766,0.5902928,0.4386508,0.3262756,0.1147904,3.917236e-05,GALAXY
1237646587175502059,22.7841,20.02155,18.50308,17.76822,17.09423,1.08826,0.8479651,0.5866183,0.4359203,0.3242446,0.1210648,3.768887e-05,GALAXY
1237646587175568426,22.22061,19.78261,18.3945,17.73774,17.15811,1.158842,0.9029618,0.6246648,0.4641929,0.3452742,0.1206641,3.497345e-05,GALAXY
1237646587175568755,23.04652,21.15069,19.68755,18.93389,18.31089,1.156332,0.9010057,0.6233116,0.4631873,0.3445263,0.3454711,5.797973e-05,GALAXY
1237646587175960918,23.42741,21.93971,19.84808,18.6743,17.80898,4.725443,3.682033,2.547214,1.892853,1.407935,0.7065571,7.482735e-05,GALAXY
1237646587176092415,23.68816,22.0488,20.28623,19.24136,18.36084,2.837347,2.210841,1.52945,1.136545,0.8453808,0.7364672,0.0001668502,GALAXY
1237646587176092705,23.64798,20.89486,19.45195,18.54161,17.88617,2.976576,2.319328,1.6045,1.192316,0.8868638,0.1193381,3.638846e-05,GALAXY
1237646587176092804,22.93546,21.99896,20.63778,19.50391,18.9636,2.907402,2.265428,1.567212,1.164607,0.8662534,0.2174197,1.816432e-05,GALAXY
1237646587176223740,24.27649,21.11861,19.6293,18.73325,18.0932,2.679287,2.087682,1.444249,1.073232,0.7982873,0.1500245,2.293432e-05,GALAXY
1237646587177140916,21.13619,19.22273,18.08179,17.50184,17.09354,3.121371,2.432151,1.682551,1.250315,0.930005,0.552613,6.072749e-05,GALAXY
1237646587177599561,20.84674,19.07255,18.03511,17.53826,17.19738,2.874379,2.239697,1.549412,1.151379,0.8564146,0.5880927,0.0003704101,GALAXY
1237646587694612608,21.14136,19.32786,18.33477,17.83533,17.46506,0.3921293,0.3055445,0.2113743,0.1570737,0.116834,0.1334663,2.93678e-05,GALAXY
1237646587694612678,20.44219,19.3609,18.37283,17.83961,17.52481,0.3925582,0.3058786,0.2116054,0.1572455,0.1169618,0.1811873,3.439288e-05,GALAXY
1237646587694613089,20.60803,19.51196,18.78702,18.42841,18.38127,0.3990445,0.3109328,0.2151019,0.1598437,0.1188944,0.1687725,1.077707e-05,GALAXY
1237646587698872608,21.22966,19.23993,18.00378,17.44401,17.1568,0.3843032,0.2994464,0.2071557,0.1539388,0.1145022,0.2954184,9.118999e-05,GALAXY
1237646587698938097,21.62071,20.00359,19.07158,18.68014,18.37766,0.3911048,0.3047463,0.210822,0.1566634,0.1165288,0.1300828,4.326654e-05,GALAXY
1237646587699134832,22.47534,20.82291,19.46522,18.92058,18.4691,0.551623,0.4298209,0.2973481,0.2209615,0.1643548,0.2674835,4.283396e-05,GALAXY
1237646587699331397,22.20453,21.47315,20.31594,19.97563,19.34771,0.6189092,0.4822499,0.3336182,0.2479141,0.1844025,0.3563891,3.760642e-05,GALAXY
1237646587699331830,23.18983,23.87988,20.92018,20.10167,19.86771,0.6350117,0.4947968,0.3422981,0.2543642,0.1892002,0.5276468,0.0002034871,GALAXY
1237646587699397011,20.39057,19.02732,18.19125,17.71696,17.51127,0.5547293,0.4322413,0.2990225,0.2222058,0.1652803,0.1689568,1.097204e-05,GALAXY
1237646587699397069,24.11062,22.43961,20.18361,19.40679,18.94861,0.5941252,0.4629383,0.3202586,0.2379864,0.1770182,0.3940807,0.0001198363,GALAXY
1237646587699659090,23.69628,21.51569,19.75602,19.10203,18.59579,0.9297307,0.7244399,0.5011641,0.3724187,0.2770111,0.3097489,9.271919e-05,GALAXY
1237646587699921530,22.63209,20.3296,19.0881,18.51193,18.13868,0.7941661,0.6188089,0.4280891,0.3181161,0.2366199,0.1825923,4.021278e-05,GALAXY
1237646587709817452,21.43032,19.76425,18.58002,18.0033,17.60104,0.6642743,0.517598,0.3580719,0.2660858,0.197919,0.2199219,4.986681e-05,GALAXY
1237646587709817716,21.40663,19.46663,18.52785,17.93651,17.54223,0.6912655,0.5386294,0.3726213,0.2768976,0.2059609,0.08010395,1.149809e-05,GALAXY
1237646587709882563,21.32341,19.07353,18.17636,17.66821,17.01774,0.6743829,0.5254746,0.3635209,0.270135,0.2009308,0.08767803,1.660636e-05,GALAXY
1237646587709883085,19.92504,17.8653,16.82966,16.32582,15.92543,0.6604589,0.5146251,0.3560153,0.2645575,0.1967822,0.08794557,1.767415e-05,GALAXY
1237646587709883614,20.73607,19.26333,18.39861,17.92963,17.78043,0.6795308,0.5294858,0.3662958,0.2721971,0.2024646,0.1839998,3.20582e-05,GALAXY
1237646587709883771,22.82499,21.87175,20.08639,19.31215,18.6167,0.6726921,0.5241571,0.3626095,0.2694577,0.200427,0.5191099,0.000124896,GALAXY
1237646587709948032,21.01447,19.69433,18.88922,18.44099,18.32131,0.652037,0.5080628,0.3514755,0.261184,0.1942729,0.1808923,2.749404e-05,GALAXY
1237646587709948506,21.7799,20.16786,19.14417,18.52328,18.06801,0.6056542,0.4719217,0.3264732,0.2426046,0.1804533,0.140993,1.841231e-05,GALAXY
1237646587709948667,22.13451,19.74066,18.38218,17.7973,17.3659,0.6665739,0.5193899,0.3593115,0.267007,0.1986041,0.1820579,3.846718e-05,GALAXY
1237646587709948786,21.07347,19.83269,19.12033,18.64095,18.4577,0.6535658,0.509254,0.3522996,0.2617964,0.1947284,0.1389496,1.38316e-05,GALAXY
1237646587709948800,20.56003,18.98596,18.12127,17.62518,17.21574,0.6203971,0.4834092,0.3344202,0.2485101,0.1848458,0.06487791,2.338277e-05,GALAXY
1237646587709948834,21.08992,19.79556,18.71872,18.18577,17.79903,0.6311892,0.4918184,0.3402377,0.2528331,0.1880613,0.2420604,2.859702e-05,GALAXY
1237646587709949189,22.6507,20.9375,19.91319,19.31548,18.80453,0.6389648,0.4978771,0.344429,0.2559477,0.1903781,0.2720776,3.057473e-05,GALAXY
1237646587710013714,21.20142,19.92172,18.62429,18.10344,17.67563,0.5744702,0.4476233,0.3096637,0.2301133,0.171162,0.3659964,6.417333e-05,GALAXY
1237646587710210687,19.94651,18.63432,17.96568,17.5342,17.32531,0.4805241,0.3744211,0.2590228,0.1924817,0.143171,0.08550129,1.386173e-05,GALAXY
1237646587710211004,20.07236,18.80232,17.9873,17.60498,17.34093,0.4830375,0.3763795,0.2603776,0.1934885,0.1439199,0.1317314,2.207329e-05,GALAXY
1237646587710342086,20.31351,19.10495,18.30852,17.83919,17.53372,0.5217191,0.40652,0.2812286,0.208983,0.155445,0.1535052,2.002763e-05,GALAXY
1237646587710342182,21.10835,19.81596,18.8869,18.3893,18.04565,0.5246655,0.4088158,0.2828169,0.2101633,0.1563229,0.2543027,1.378071e-05,GALAXY
1237646587710342298,21.13435,19.67068,18.80671,18.35103,18.11092,0.5243273,0.4085523,0.2826346,0.2100278,0.1562221,0.2546388,2.053932e-05,GALAXY
1237646587710342832,21.65416,20.35177,19.38129,18.85145,18.54205,0.5197788,0.4050081,0.2801828,0.2082058,0.1548669,0.2549418,2.960231e-05,GALAXY
1237646587710473458,22.38752,20.2899,18.97776,18.39891,18.01769,0.4887056,0.3807961,0.2634329,0.1957589,0.1456087,0.2948294,6.426442e-05,GALAXY
1237646587710538208,20.30695,18.99891,18.3261,17.92507,17.71532,0.5471272,0.4263178,0.2949247,0.2191606,0.1630153,0.1006068,2.462066e-05,GALAXY
1237646587710538710,22.25085,20.18962,18.84482,18.23742,17.79187,0.5472863,0.4264417,0.2950104,0.2192244,0.1630626,0.2052611,4.040781e-05,GALAXY
1237646587710538884,21.61011,19.66405,18.53138,17.92342,17.548,0.5389199,0.4199227,0.2905006,0.2158731,0.1605699,0.199821,5.271332e-05,GALAXY
1237646587710669400,21.73818,20.26633,19.32409,18.64037,18.23833,0.6924667,0.5395654,0.3732688,0.2773787,0.2063188,0.06774854,1.485608e-05,GALAXY
1237646587712242267,18.62598,17.17277,16.18158,15.61712,15.19083,1.461751,1.138987,0.7879456,0.5855281,0.4355253,0.05184619,1.311071e-05,GALAXY
1237646587712242910,20.30216,19.06746,18.36629,18.08319,17.71965,1.505937,1.173416,0.8117635,0.6032273,0.4486902,0.05386671,3.168289e-05,GALAXY
1237646587712308444,20.94479,19.47039,18.38691,17.7697,17.28831,1.222032,0.952199,0.6587269,0.4895047,0.3641015,0.1146805,1.090635e-05,GALAXY
1237646587712439592,20.69601,19.81592,18.75963,18.19258,17.77343,0.967646,0.7539832,0.5216021,0.3876063,0.2883078,0.2504243,1.632596e-05,GALAXY
1237646587712701058,24.92811,22.29268,20.36394,19.30167,18.55471,4.352063,3.391098,2.345946,1.743289,1.296687,0.7652942,0.0003318223,GALAXY
1237646587712766076,24.15836,21.27483,19.3361,18.09435,17.22853,4.248553,3.310444,2.29015,1.701827,1.265846,0.7064624,4.541569e-05,GALAXY
1237646587712897596,21.55285,20.17703,18.66584,17.81749,17.21716,3.1988,2.492483,1.724288,1.281331,0.9530749,0.1142115,1.635624e-05,GALAXY
1237646587712963089,22.0029,20.06847,18.84538,18.25498,17.8148,2.964637,2.310025,1.598064,1.187533,0.8833064,0.5770968,0.0001026728,GALAXY
1237646587713028339,23.29749,21.90668,20.12829,19.15049,18.40332,2.939212,2.290214,1.584359,1.177349,0.8757313,0.1494735,2.619038e-05,GALAXY
1237646587713029099,22.20337,20.52151,19.39037,18.65203,18.15732,2.977648,2.320163,1.605078,1.192745,0.8871831,0.0415822,7.522499e-06,GALAXY
1237646587713029177,22.70207,20.27238,18.73511,17.94111,17.31065,2.931923,2.284535,1.580431,1.174429,0.8735597,0.1136948,4.405879e-05,GALAXY
1237646588232335432,20.04287,19.1298,18.65858,18.30039,18.32855,0.4593199,0.357899,0.2475928,0.183988,0.1368533,0.1518118,4.019975e-06,GALAXY
1237646588232401167,20.33053,19.26403,18.68544,18.35673,18.1641,0.3785878,0.294993,0.2040748,0.1516495,0.1127993,0.1335248,8.503183e-06,GALAXY
1237646588232597741,20.82234,19.64396,19.2278,18.94294,18.69561,0.4408073,0.3434741,0.2376138,0.1765725,0.1313375,0.1333634,7.042596e-06,GALAXY
1237646588233187806,22.38299,20.80505,19.46502,18.99751,18.53244,0.4508238,0.3512789,0.2430131,0.1805848,0.1343219,0.3691266,7.1476e-05,GALAXY
1237646588233253503,20.60625,19.45846,19.07733,18.89252,19.05773,0.3462605,0.2698039,0.1866491,0.1387003,0.1031675,0.03348958,1.047348e-05,GALAXY
1237646588233449635,19.85748,18.73315,18.23667,17.86402,17.74037,0.4469125,0.3482312,0.2409047,0.179018,0.1331565,0.08514857,8.216351e-06,GALAXY
1237646588233711973,22.37195,21.0254,19.62295,18.95834,18.5607,0.5213677,0.4062462,0.2810392,0.2088422,0.1553403,0.1988278,8.612117e-05,GALAXY
1237646588234694942,20.37908,19.28088,18.81877,18.46449,18.44435,0.5869664,0.4573602,0.3163997,0.2351189,0.1748853,0.08577748,4.979581e-06,GALAXY
1237646588246557684,21.41774,20.43282,19.37838,18.95238,18.4129,0.5664482,0.4413726,0.3053395,0.2269,0.1687719,0.331641,3.229269e-05,GALAXY
1237646588246622698,21.08704,19.32721,18.35676,17.86816,17.47152,0.5985519,0.4663875,0.3226447,0.2397596,0.1783371,0.08677593,2.492899e-05,GALAXY
1237646588246623096,21.14162,19.48874,18.56529,18.14293,17.86509,0.5939353,0.4627904,0.3201562,0.2379104,0.1769616,0.1587895,3.731986e-05,GALAXY
1237646588246623255,23.15178,20.59753,19.40071,18.86332,18.33086,0.6299055,0.4908181,0.3395457,0.2523188,0.1876788,0.1493216,6.501332e-05,GALAXY
1237646588246688243,20.69681,19.3664,18.591,18.13852,17.87641,0.6485007,0.5053074,0.3495693,0.2597675,0.1932193,0.1499286,1.860427e-05,GALAXY
1237646588246688297,18.72321,16.93802,15.9898,15.52462,15.13346,0.655344,0.5106396,0.3532581,0.2625086,0.1952582,0.08704335,1.99621e-05,GALAXY
1237646588246688420,21.25947,20.43611,19.48346,19.11951,18.75353,0.6295067,0.4905073,0.3393307,0.2521591,0.18756,0.2824636,5.50536e-05,GALAXY
1237646588246688723,21.66091,21.13684,20.31198,20.08394,19.53524,0.6798309,0.5297197,0.3664576,0.2723173,0.202554,0.2815296,2.197849e-05,GALAXY
1237646588246688795,21.96487,20.48043,19.01083,18.31639,17.75127,0.6709244,0.5227798,0.3616566,0.2687497,0.1999004,0.2132795,3.349159e-05,GALAXY
1237646588246754110,19.17434,18.01558,17.47598,17.05881,16.84657,0.6066165,0.4726715,0.3269919,0.2429901,0.18074,0.07978687,4.690684e-06,GALAXY
1237646588246754235,20.66693,19.20869,18.42429,17.94525,17.69316,0.6437508,0.5016063,0.3470089,0.2578648,0.191804,0.1386698,1.482874e-05,GALAXY
1237646588246950973,23.43394,21.57067,20.35416,19.84087,19.36015,0.5103045,0.3976258,0.2750757,0.2044107,0.152044,0.4926757,8.319657e-05,GALAXY
1237646588247015796,23.15077,20.95446,19.53467,18.95397,18.54358,0.4538977,0.3536741,0.2446701,0.1818161,0.1352378,0.3332535,5.518355e-05,GALAXY
1237646588247016598,22.46303,19.15874,17.91714,17.49626,17.22662,0.4463964,0.347829,0.2406265,0.1788113,0.1330027,0.2772035,4.903664e-05,GALAXY
1237646588247081807,18.12191,16.94231,16.46729,16.18091,15.95211,0.442803,0.3450291,0.2386895,0.1773719,0.1319321,0.02760175,1.349523e-05,GALAXY
1237646588247082108,21.45138,20.60417,19.50571,18.94062,18.56935,0.4145916,0.323047,0.2234824,0.1660714,0.1235266,0.2770321,2.162805e-05,GALAXY
1237646588247147297,20.31893,18.92168,17.91581,17.41569,17.09381,0.4543717,0.3540433,0.2449255,0.1820059,0.135379,0.1986111,2.180476e-05,GALAXY
1237646588247212137,21.98722,20.19064,19.34294,18.87702,18.81461,0.5239555,0.4082626,0.2824341,0.2098788,0.1561113,0.154615,1.457558e-05,GALAXY
1237646588247213189,22.29817,21.03389,19.66363,19.15544,18.72896,0.5268613,0.4105268,0.2840005,0.2110428,0.1569771,0.3371158,3.894863e-05,GALAXY
1237646588247213428,24.31036,21.40601,19.59121,18.9349,18.52065,0.5351361,0.4169744,0.288461,0.2143574,0.1594425,0.3390932,0.0001171005,GALAXY
1237646588247278474,20.96315,19.53647,18.56007,18.01543,17.75688,0.5214237,0.4062898,0.2810694,0.2088647,0.155357,0.1847318,2.031482e-05,GALAXY
1237646588247278623,21.48992,19.82016,18.62462,18.06938,17.73195,0.5057839,0.3941033,0.2726389,0.2025999,0.1506971,0.1986541,3.733103e-05,GALAXY
1237646588247343888,20.51903,19.16612,18.00348,17.49523,17.10411,0.5225787,0.4071898,0.281692,0.2093274,0.1557011,0.2772883,2.137951e-05,GALAXY
1237646588247344107,20.01988,18.37934,17.52256,17.03455,16.68629,0.5384092,0.4195248,0.2902253,0.2156685,0.1604177,0.09943488,2.017148e-05,GALAXY
1237646588247344131,21.44417,20.15508,19.2752,18.78798,18.46901,0.5504081,0.4288743,0.2966932,0.2204749,0.1639928,0.2231724,1.227771e-05,GALAXY
1237646588247409209,20.99801,19.02316,18.06343,17.55913,17.25648,0.5585421,0.4352122,0.3010778,0.2237331,0.1664163,0.2001215,2.589215e-05,GALAXY
1237646588247409290,20.50625,18.87272,17.87853,17.33644,17.02479,0.5994976,0.4671245,0.3231546,0.2401385,0.1786189,0.1781208,1.982877e-05,GALAXY
1237646588247474308,21.9425,21.21806,19.39521,18.75762,18.23318,0.6661472,0.5190574,0.3590815,0.266836,0.198477,0.3496734,5.341244e-05,GALAXY
1237646588247474632,20.98804,19.17422,18.06445,17.54526,17.13595,0.6612465,0.5152388,0.3564398,0.264873,0.1970169,0.1539949,1.665033e-05,GALAXY
1237646588247474764,21.25652,19.62813,18.58363,18.06496,17.83356,0.5794609,0.451512,0.3123539,0.2321125,0.172649,0.2412541,5.242769e-05,GALAXY
1237646588247474916,21.63558,20.0267,18.97272,18.65479,18.33349,0.7295061,0.5684263,0.3932346,0.2922155,0.2173546,0.2789071,2.104722e-05,GALAXY
1237646588247540577,20.66761,19.32016,18.67888,18.24693,18.04122,0.8031299,0.6257933,0.4329209,0.3217067,0.2392907,0.1051184,9.869399e-06,GALAXY
1237645879551066262,19.38905,18.24496,17.58728,17.20807,16.90905,0.1870855,0.1457758,0.100847,0.07494013,0.05574169,0.03212454,6.06623e-06,GALAXY
1237645879562928144,21.50923,19.6934,18.47973,17.91998,17.55132,0.09449392,0.07362902,0.05093621,0.03785107,0.02815424,0.3120482,4.213554e-05,GALAXY
1237645879562928258,20.96947,20.29136,19.36779,18.86387,18.45551,0.09262108,0.07216971,0.04992668,0.03710087,0.02759623,0.2004682,5.361645e-05,GALAXY
1237645879573873373,22.64928,22.0096,20.40414,19.57801,19.20975,0.1548023,0.1206209,0.08344496,0.06200855,0.04612297,0.5048684,0.0002128316,GALAXY
1237645879577477252,21.41706,18.80885,17.70065,17.20334,16.81356,0.4812387,0.3749779,0.259408,0.1927679,0.1433839,0.1106111,3.979014e-05,GALAXY
1237645879577739681,22.98776,21.34827,19.75467,19.14825,18.81528,0.42971,0.3348272,0.2316319,0.1721273,0.1280311,0.2937785,7.801619e-05,GALAXY
1237645879577936138,19.78651,18.34659,17.64557,17.25275,17.00746,0.5027567,0.3917446,0.2710071,0.2013873,0.1497952,0.07429758,1.372423e-05,GALAXY
1237645879578460255,19.52808,17.96541,17.03493,16.53754,16.14154,0.4514238,0.3517464,0.2433365,0.1808251,0.1345007,0.1213151,2.358919e-05,GALAXY
1237645879578460271,18.72268,17.3852,16.81134,16.51803,16.29502,0.4618149,0.359843,0.2489377,0.1849874,0.1375967,0.04876465,1.378529e-05,GALAXY
1237645879578460507,21.15835,19.97747,19.44971,19.12359,19.07743,0.4608095,0.3590596,0.2483958,0.1845847,0.1372971,0.0488077,1.889047e-05,GALAXY
1237645879579967591,20.75028,18.53424,17.398,16.89366,16.50811,0.4992689,0.3890269,0.269127,0.1999902,0.148756,0.1317873,2.894495e-05,GALAXY
1237645941824356443,17.54884,15.75164,15.031,14.66728,14.36099,0.1407377,0.1096619,0.07586358,0.05637477,0.04193247,0.04028672,1.167005e-05,GALAXY
1237645941824356668,22.33754,21.00746,19.83828,19.30565,18.87624,0.1470164,0.1145542,0.07924807,0.05888981,0.0438032,0.3667441,6.241383e-05,GALAXY
1237645941824357025,24.21344,23.15401,21.48509,20.27396,19.88383,0.1456017,0.1134518,0.07848547,0.05832311,0.04338168,0.6265994,0.000152301,GALAXY
1237645942898230100,22.70307,22.00335,20.28827,19.29591,18.85664,0.1432491,0.1116187,0.07721732,0.05738074,0.04268073,0.5112194,8.776892e-05,GALAXY
1237645942898230422,22.90015,23.03041,21.75114,20.3216,19.39912,0.1444956,0.11259,0.07788922,0.05788004,0.04305211,0.6881006,0.0003075206,GALAXY
1237645942904389827,20.65226,19.77637,20.11424,19.77093,19.80214,0.3838373,0.2990835,0.2069046,0.1537523,0.1143634,0.04265009,5.106292e-06,GALAXY
1237645942904520927,21.30107,19.02937,17.60633,17.04571,16.68989,0.4586296,0.3573611,0.2472208,0.1837115,0.1366476,0.201277,3.61806e-05,GALAXY
1237645942904717681,23.3517,22.57222,20.95299,20.02961,19.64134,0.3905722,0.3043312,0.2105349,0.15645,0.1163701,0.5083391,0.0001452516,GALAXY
1237645942904783006,20.48714,19.25844,18.47575,18.04646,17.82076,0.4273736,0.3330067,0.2303725,0.1711914,0.127335,0.19464,9.032603e-06,GALAXY
1237645942904914122,22.2821,20.27493,18.59249,17.99164,17.71293,0.3617882,0.2819029,0.1950192,0.1449201,0.107794,0.2994811,5.03968e-05,GALAXY
1237645942905045292,22.03606,20.82122,19.75666,19.30884,19.16476,0.4058156,0.3162088,0.2187517,0.162556,0.1209118,0.3065799,1.547027e-05,GALAXY
1237645942905110768,22.95562,20.73321,19.23019,18.66667,18.31896,0.477983,0.3724411,0.257653,0.1914638,0.1424139,0.3097279,4.31044e-05,GALAXY
1237645942905241816,21.70585,20.94496,19.33368,18.66559,18.27108,0.6613979,0.5153567,0.3565214,0.2649336,0.1970619,0.3311663,7.942448e-05,GALAXY
1237645942905242169,23.88601,20.90375,19.60435,19.35194,18.50815,0.6650351,0.5181909,0.358482,0.2663906,0.1981456,0.2950576,5.571673e-05,GALAXY
1237645942905308066,23.34023,22.43101,20.86535,19.75755,19.40863,0.7346198,0.5724108,0.3959911,0.2942638,0.2188782,0.5315121,0.0001182189,GALAXY
1237645942905438473,17.61444,16.17125,15.52131,15.15564,14.86996,0.8640772,0.6732831,0.4657741,0.3461201,0.2574497,0.0254747,1.205017e-05,GALAXY
1237645942905438495,19.46874,18.18264,17.59063,17.26436,16.95295,0.8416503,0.6558082,0.4536851,0.3371367,0.2507677,0.03616738,8.249292e-06,GALAXY
1237645942905438496,24.36765,22.57023,22.73506,22.40655,22.72089,0.8410193,0.6553166,0.453345,0.3368839,0.2505797,0.0359273,1.141306e-05,GALAXY
1237645942905438525,22.38827,19.86009,18.49191,17.87029,17.45002,0.8446664,0.6581583,0.4553109,0.3383448,0.2516664,0.1603132,4.362323e-05,GALAXY
1237645942905503983,21.95547,19.46501,18.15706,17.61316,17.19836,0.8385345,0.6533804,0.4520055,0.3358885,0.2498394,0.1601027,5.506452e-05,GALAXY
1237645942905504034,20.53193,19.27795,18.45775,17.93195,17.68486,0.8209104,0.6396478,0.4425054,0.3288289,0.2445883,0.16669,6.13563e-06,GALAXY
1237645942905504040,22.98516,20.25446,18.94606,18.39507,17.95652,0.8828809,0.6879349,0.4759101,0.3536522,0.2630523,0.1643605,6.565023e-05,GALAXY
1237645942905504072,22.7861,21.08798,18.89296,18.15633,17.72626,0.8753052,0.6820319,0.4718265,0.3506176,0.2607951,0.3491151,6.956222e-05,GALAXY
1237645942905504193,22.25442,20.43562,19.43797,18.91736,18.53516,0.8866431,0.6908663,0.4779381,0.3551592,0.2641732,0.1647512,3.167111e-05,GALAXY
1237645942905504327,22.30194,20.78894,19.58793,19.08709,18.6004,0.8302136,0.6468968,0.4475202,0.3325555,0.2473602,0.3121592,1.267169e-05,GALAXY
1237645942905569462,21.2,19.39919,18.10002,17.54482,17.11938,0.7921131,0.6172092,0.4269825,0.3172937,0.2360082,0.1598198,6.18155e-05,GALAXY
1237645942905569536,20.94042,19.30544,18.31758,17.76954,17.3976,0.7868575,0.613114,0.4241494,0.3151885,0.2344423,0.177241,2.585244e-05,GALAXY
1237645942905569544,21.13446,19.76614,18.94912,18.453,18.17944,0.7746532,0.6036046,0.4175708,0.3102999,0.2308061,0.1600642,1.389451e-05,GALAXY
1237645942905569550,20.19031,18.32233,17.08584,16.46969,16.04961,0.7940028,0.6186816,0.4280011,0.3180507,0.2365713,0.1776698,3.71646e-05,GALAXY
1237645942905569555,22.54278,20.2562,18.67502,18.09108,17.70608,0.785903,0.6123703,0.4236349,0.3148062,0.2341579,0.2456205,3.965672e-05,GALAXY
1237645942905569679,24.91026,22.35938,20.56165,19.45983,18.88576,0.8385342,0.6533802,0.4520054,0.3358884,0.2498393,0.499967,0.0001164411,GALAXY
1237645942905569773,23.44216,21.65008,19.89881,19.24122,18.71173,0.7769616,0.6054032,0.4188151,0.3112245,0.2314939,0.3364788,0.0001010927,GALAXY
1237645942905569896,21.94741,21.03773,20.00528,19.53531,19.15686,0.8458756,0.6591005,0.4559627,0.3388292,0.2520266,0.2452311,1.329984e-05,GALAXY
