objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,redshift,redshift_err,class
1237648704059474407,22.12921,19.81418,18.24981,17.6434,17.31476,0.2554144,0.1990171,0.1376791,0.1023104,0.0761001,0.263903,6.346497e-05,GALAXY
1237648704059474474,23.76254,20.77,18.83117,18.19695,17.72476,0.2648195,0.2063456,0.1427489,0.1060777,0.07890234,0.3844028,0.0001039937,GALAXY
1237648704059474986,22.97689,21.98993,20.77232,19.84567,19.33144,0.2782554,0.2168147,0.1499914,0.1114597,0.08290554,0.6388242,0.0001578428,GALAXY
1237648704059475419,24.23654,23.29884,21.3585,20.03549,19.54735,0.2575288,0.2006647,0.1388189,0.1031573,0.07673009,0.6352401,0.0002236907,GALAXY
1237648704059475446,23.87861,23.34762,21.43756,20.29982,19.64504,0.2624502,0.2044994,0.1414718,0.1051287,0.07819642,0.6522962,0.0001849784,GALAXY
1237648704059475532,23.56771,23.1267,20.74499,19.48609,19.00215,0.2768047,0.2156844,0.1492095,0.1108786,0.08247332,0.6367709,0.0001678936,GALAXY
1237648704059475560,23.47461,22.65661,21.08902,19.84968,19.37451,0.2601732,0.2027252,0.1402443,0.1042166,0.07751798,0.6728663,0.0001932883,GALAXY
1237648704045253516,23.23529,23.81851,21.12166,19.99714,19.60258,0.1039254,0.08097794,0.05602016,0.04162899,0.03096432,0.6268241,0.0001700403,GALAXY
1237648704045318156,18.23507,16.30598,15.45999,15.0574,14.73567,0.09926821,0.07734912,0.05350976,0.03976349,0.02957673,0.04684436,1.065857e-05,GALAXY
1237648704045318159,23.61371,21.10022,20.2718,19.51467,20.07164,0.09957641,0.07758927,0.0536759,0.03988694,0.02966856,0.1673053,1.024448e-05,GALAXY
1237648704045318318,22.94538,21.59326,19.99257,19.19724,18.76175,0.1001272,0.07801844,0.0539728,0.04010757,0.02983266,0.450969,8.016591e-05,GALAXY
1237648704045318338,19.99872,18.00612,16.80317,16.33154,15.96399,0.1003323,0.07817822,0.05408333,0.04018971,0.02989376,0.1705758,2.98831e-05,GALAXY
1237648704045319052,24.77737,21.812,20.12449,19.3306,18.97087,0.09694165,0.07553627,0.05225565,0.03883155,0.02888354,0.4493902,9.265467e-05,GALAXY
1237648704045319227,24.4872,22.89251,20.89243,19.74535,18.98481,0.1008898,0.07861263,0.05438385,0.04041303,0.03005987,0.6742758,0.0001559569,GALAXY
1237648704045383775,19.71694,18.24978,17.45595,17.01162,16.71544,0.1017048,0.07924768,0.05482318,0.0407395,0.0303027,0.1080362,2.073884e-05,GALAXY
1237648704045383818,19.35159,17.52642,16.54478,16.10926,15.74819,0.100966,0.07867203,0.05442494,0.04044357,0.03008258,0.107686,2.371414e-05,GALAXY
1237648704045383888,22.7324,19.70843,18.23709,17.66727,17.33054,0.09481318,0.07387778,0.05110831,0.03797895,0.02824936,0.2775295,2.784717e-05,GALAXY
1237648704045449330,19.07468,17.78131,17.13351,16.80915,16.56417,0.09950239,0.07753159,0.053636,0.03985729,0.0296465,0.1399495,1.078831e-05,GALAXY
1237648704045449428,19.7773,18.59243,17.74159,17.30519,17.03528,0.09757015,0.076026,0.05259443,0.0390833,0.0290708,0.1897715,2.448236e-05,GALAXY
1237648704045449928,24.14243,21.54251,19.66706,18.95755,18.39094,0.1006502,0.07842597,0.05425473,0.04031708,0.0299885,0.4275247,9.489719e-05,GALAXY
1237648704045514848,23.92921,22.45884,20.89454,19.93043,19.47955,0.08625095,0.06720616,0.04649291,0.03454921,0.02569827,0.5134426,0.0001218693,GALAXY
1237648704045515259,23.0511,21.45145,19.9724,18.89266,18.33754,0.08765301,0.06829864,0.04724868,0.03511083,0.02611601,0.5125615,7.935284e-05,GALAXY
1237648704045515380,22.80212,22.02691,20.26253,19.25067,18.80982,0.07922551,0.06173198,0.0427059,0.03173506,0.02360505,0.5251465,0.0001216743,GALAXY
1237648704045580483,22.86712,20.99715,19.22634,18.53326,18.11358,0.08397382,0.06543183,0.04526544,0.03363707,0.0250198,0.3419509,7.003424e-05,GALAXY
1237648704045580797,23.55386,22.25754,20.69345,19.78219,19.42344,0.08339798,0.06498314,0.04495504,0.03340641,0.02484823,0.4751169,0.0001071491,GALAXY
1237648704045580807,23.1669,21.58675,20.18248,19.44028,18.96665,0.08257902,0.06434502,0.04451358,0.03307836,0.02460423,0.5160748,7.569583e-05,GALAXY
1237648704045581048,22.11965,23.19649,20.93434,19.79972,19.07384,0.08860008,0.06903659,0.04775919,0.0354902,0.02639819,0.7219581,0.0001508324,GALAXY
1237648704045645977,20.0491,18.33167,17.15252,16.6759,16.34865,0.08556565,0.06667217,0.0461235,0.0342747,0.02549408,0.1842771,2.805913e-05,GALAXY
1237648704045646040,21.12,19.26763,17.68822,17.07914,16.69696,0.08198519,0.06388231,0.04419348,0.03284049,0.02442729,0.3104381,6.998055e-05,GALAXY
1237648704045646309,24.28035,22.4177,20.65578,19.70982,19.07733,0.08265547,0.06440458,0.04455479,0.03310899,0.024627,0.5207655,0.0002504232,GALAXY
1237648704045711944,24.22525,21.94444,20.12754,19.33136,18.81955,0.09610905,0.07488753,0.05180684,0.03849804,0.02863547,0.4485058,7.982808e-05,GALAXY
1237648704045711987,24.80169,21.16933,19.4321,18.72008,18.1988,0.09972903,0.07770818,0.05375816,0.03994808,0.02971403,0.3882806,7.79301e-05,GALAXY
1237648704045777134,20.87267,18.78706,17.4791,17.0258,16.63482,0.09215487,0.07180645,0.04967537,0.03691412,0.02745732,0.1980896,3.112114e-05,GALAXY
1237648704045777136,18.7245,18.00747,17.45512,17.04867,16.89316,0.09179433,0.07152552,0.04948102,0.0367697,0.0273499,0.1977011,7.67866e-06,GALAXY
1237648704045777139,20.06051,18.78157,17.84046,17.39616,17.07914,0.0925032,0.07207787,0.04986314,0.03705365,0.02756111,0.1970341,1.930521e-05,GALAXY
1237648704045777506,23.52131,21.96912,20.47092,19.49967,19.03757,0.08479552,0.06607209,0.04570837,0.03396622,0.02526462,0.6579127,9.373833e-05,GALAXY
1237648704045842496,19.36737,18.3889,17.93632,17.61178,17.44594,0.08952391,0.06975643,0.04825717,0.03586025,0.02667344,0.1295853,7.149489e-06,GALAXY
1237648704045842519,19.03658,17.82902,17.24732,16.91047,16.71194,0.08890406,0.06927344,0.04792304,0.03561196,0.02648875,0.07150643,9.948709e-06,GALAXY
1237648704045842573,18.29792,16.63095,15.77327,15.30285,14.98239,0.09247372,0.07205489,0.04984724,0.03704184,0.02755233,0.02268739,3.000221e-05,GALAXY
1237648704045842644,24.86507,20.59615,18.82754,18.24469,17.88763,0.09160416,0.07137734,0.04937851,0.03669353,0.02729324,0.3085022,4.772645e-05,GALAXY
1237648704045842947,23.81142,22.50994,21.27037,20.13206,19.66511,0.08906634,0.06939989,0.04801052,0.03567696,0.02653711,0.602994,0.0001856223,GALAXY
1237648704045843072,22.79058,21.51854,20.32262,19.41969,19.01101,0.0915161,0.07130872,0.04933105,0.03665825,0.02726701,0.6247982,6.499016e-05,GALAXY
1237648704045843204,23.71852,23.42159,21.06581,19.8265,19.09418,0.09383995,0.07311945,0.0505837,0.03758911,0.02795939,0.624424,0.0001648367,GALAXY
1237648704045908093,20.57642,18.62587,17.43075,16.96953,16.60576,0.09640103,0.07511503,0.05196423,0.03861499,0.02872246,0.1710476,3.147696e-05,GALAXY
1237648704045908104,19.17076,18.28645,17.91572,17.57652,17.51623,0.09949713,0.07752749,0.05363316,0.03985519,0.02964494,0.07261894,5.859008e-06,GALAXY
1237648704045908141,17.81202,16.59925,16.03905,15.73318,15.45309,0.1018779,0.07938255,0.05491648,0.04080883,0.03035427,0.03095995,7.896611e-06,GALAXY
1237648704045908201,21.63797,19.97522,18.35522,17.78077,17.37162,0.09985177,0.07780382,0.05382432,0.03999724,0.0297506,0.308972,3.914558e-05,GALAXY
1237648704045908749,23.23905,22.27625,20.56745,19.46922,19.10847,0.1023033,0.07971402,0.05514579,0.04097923,0.03048102,0.5894498,9.377316e-05,GALAXY
1237648704045908770,23.03469,21.30675,19.43208,18.80194,18.33233,0.1044711,0.08140321,0.05631436,0.04184761,0.03112693,0.3579027,6.040565e-05,GALAXY
1237648704045973610,19.00566,17.26387,16.38967,15.99566,15.65837,0.1022917,0.07970502,0.05513957,0.04097461,0.03047758,0.08476556,1.751973e-05,GALAXY
1237648704045974004,23.03112,21.56885,19.71961,18.7891,18.3468,0.09951179,0.07753891,0.05364106,0.03986106,0.0296493,0.5076519,6.854157e-05,GALAXY
1237648704045974169,22.5838,21.09392,19.35628,18.65501,18.24661,0.09148436,0.07128399,0.04931394,0.03664554,0.02725755,0.3886459,6.057651e-05,GALAXY
1237648704046039304,19.3571,18.26256,17.75624,17.45655,17.24046,0.07746635,0.06036125,0.04175764,0.0310304,0.02308092,0.09026332,7.779677e-06,GALAXY
1237648704046104812,22.12192,19.64876,18.23282,17.68603,17.31661,0.07480149,0.05828482,0.04032117,0.02996295,0.02228693,0.2231028,3.154885e-05,GALAXY
1237648704046104890,23.86186,20.9626,19.21946,18.55175,18.17324,0.07110793,0.05540682,0.03833018,0.02848343,0.02118644,0.3923021,6.88622e-05,GALAXY
1237648704046105103,22.81051,20.96244,19.20367,18.46661,18.09307,0.07219072,0.05625052,0.03891385,0.02891716,0.02150905,0.4466169,0.0001150737,GALAXY
1237648704046105512,22.73801,22.24556,20.4597,19.33485,18.92987,0.06802248,0.05300266,0.03666699,0.02724751,0.02026714,0.6043852,0.0001729057,GALAXY
1237648704046170130,24.9781,21.10793,19.38986,18.6466,18.36573,0.08886761,0.06924504,0.0479034,0.03559736,0.0264779,0.4475055,8.814772e-05,GALAXY
1237648704046170217,24.28007,22.27397,20.42711,19.4903,18.9381,0.08408568,0.065519,0.04532574,0.03368188,0.02505313,0.4941961,0.0001825288,GALAXY
1237648704046170222,18.11812,17.16513,16.74448,16.56182,16.37776,0.08621304,0.06717661,0.04647247,0.03453403,0.02568697,0.01753283,4.721412e-06,GALAXY
1237648704046170240,20.42729,18.63845,17.5194,17.09245,16.78248,0.09159119,0.07136723,0.04937152,0.03668833,0.02728938,0.205731,2.444906e-05,GALAXY
1237648704046170340,23.07832,20.37381,18.77321,18.16644,17.68825,0.09481112,0.07387619,0.0511072,0.03797813,0.02824875,0.3095098,3.761254e-05,GALAXY
1237648704046235656,19.46891,18.17063,17.46196,17.0764,16.77345,0.09051403,0.07052792,0.04879088,0.03625686,0.02696844,0.1441614,1.135287e-05,GALAXY
1237648704046235683,18.56407,16.38342,15.32977,14.81891,14.37427,0.08870723,0.06912007,0.04781695,0.03553312,0.02643011,0.08283216,1.97688e-05,GALAXY
1237648704046235841,18.71301,16.82218,15.88163,15.44277,15.08273,0.09150521,0.07130024,0.04932518,0.03665389,0.02726376,0.08334256,1.866567e-05,GALAXY
1237648704046235883,19.57317,17.95507,17.18182,16.79861,16.52908,0.09199648,0.07168303,0.04958999,0.03685068,0.02741013,0.08408642,2.444177e-05,GALAXY
1237648704046235979,23.83572,20.76989,18.9413,18.2426,17.83936,0.09109004,0.07097674,0.04910138,0.03648759,0.02714006,0.4193946,0.0001089755,GALAXY
1237648704046235980,23.55903,21.31412,19.52862,18.79095,18.32881,0.09102926,0.07092938,0.04906861,0.03646324,0.02712195,0.4216684,8.656483e-05,GALAXY
1237648704046236187,22.10772,21.4095,20.32879,19.58838,19.0485,0.09004063,0.07015906,0.04853571,0.03606723,0.02682739,0.6100723,0.0001859869,GALAXY
1237648704046236259,24.63335,21.92636,20.35422,19.36814,18.82952,0.08979057,0.0699642,0.04840091,0.03596706,0.02675289,0.4951393,0.0001070052,GALAXY
1237648704059539690,21.49409,19.05375,17.50718,16.93677,16.578,0.250559,0.1952339,0.1350619,0.1003655,0.07465347,0.2633497,6.117047e-05,GALAXY
1237648704059539706,19.58488,18.29721,17.54472,17.12991,16.8704,0.2767776,0.2156632,0.1491948,0.1108677,0.08246523,0.09292635,1.050661e-05,GALAXY
1237648704059539736,20.76779,20.24113,19.76145,19.76555,19.30573,0.2722178,0.2121103,0.1467369,0.1090412,0.08110665,0.2750852,7.552051e-06,GALAXY
1237648704059539858,20.90451,18.92069,17.85541,17.38907,16.99973,0.250553,0.1952292,0.1350586,0.100363,0.07465167,0.1127652,3.61282e-05,GALAXY
1237648704059539868,18.58134,17.80664,17.61418,17.36632,17.36847,0.261975,0.2041292,0.1412156,0.1049383,0.07805485,0.09223236,6.849789e-06,GALAXY
1237648704059540730,24.23159,21.53618,19.80289,18.9117,18.47061,0.2421216,0.1886595,0.1305138,0.09698571,0.07213955,0.5336252,0.00013198,GALAXY
1237648704059605350,18.05614,16.13194,15.221,14.81775,14.46507,0.2671639,0.2081723,0.1440126,0.1070168,0.07960086,0.07239581,1.558433e-05,GALAXY
1237648704059605400,19.81593,17.85032,16.72709,16.28155,15.90503,0.2642983,0.2059395,0.142468,0.105869,0.07874707,0.140983,2.260154e-05,GALAXY
1237648704059605519,22.73461,20.76963,19.11963,18.46175,18.07606,0.2663845,0.207565,0.1435925,0.1067046,0.07936864,0.2620039,5.722353e-05,GALAXY
1237648704059606224,23.8606,21.46494,19.64417,18.78444,18.37586,0.2664936,0.20765,0.1436513,0.1067483,0.07940113,0.4800622,0.0001244591,GALAXY
1237648704059670794,16.99912,15.77915,15.21295,14.86952,14.60861,0.2491852,0.1941634,0.1343214,0.09981517,0.07424415,0.05024774,1.809111e-05,GALAXY
1237648704059670895,19.28746,18.28261,17.82659,17.43026,17.30465,0.2547365,0.1984889,0.1373137,0.1020388,0.07589813,0.09230644,7.869199e-06,GALAXY
1237648704059670993,20.13895,18.26786,17.31653,16.86731,16.55834,0.253817,0.1977725,0.1368181,0.1016705,0.07562418,0.09095044,2.323572e-05,GALAXY
1237648704059671008,20.10239,18.28277,17.36418,16.94884,16.6211,0.2525475,0.1967833,0.1361338,0.101162,0.07524595,0.09314752,2.129959e-05,GALAXY
1237648704059671039,19.61234,17.65225,16.7207,16.31223,15.94144,0.2459998,0.1916814,0.1326043,0.0985392,0.07329506,0.09117911,1.585666e-05,GALAXY
1237648704059736299,22.99517,21.15769,20.68821,19.95049,20.32846,0.2336111,0.1820282,0.1259263,0.0935767,0.06960388,0.09149242,1.003877e-05,GALAXY
1237648704059736521,19.57386,18.35907,17.82063,17.42258,17.2559,0.2453005,0.1911365,0.1322273,0.09825908,0.0730867,0.1170873,8.006103e-06,GALAXY
1237648704059736563,19.72811,18.36621,17.60461,17.20414,16.97332,0.2360427,0.1839229,0.127237,0.09455071,0.07032836,0.0909497,1.793661e-05,GALAXY
1237648704059737637,23.77954,22.75483,21.09154,19.96541,19.45634,0.246927,0.1924038,0.1331041,0.09891059,0.07357131,0.5832642,0.0002087968,GALAXY
1237648704059801705,20.22167,18.32589,17.36772,16.87339,16.53223,0.2427459,0.1891459,0.1308503,0.09723579,0.07232556,0.09082391,2.698283e-05,GALAXY
1237648704059801805,24.7207,22.70958,20.95036,19.98099,19.79229,0.226962,0.1768473,0.1223421,0.09091332,0.06762281,0.4629464,0.0001355232,GALAXY
1237648704059801865,20.40462,18.31719,17.26586,16.79138,16.40653,0.2401209,0.1871006,0.1294353,0.09618433,0.07154347,0.09167787,2.528744e-05,GALAXY
1237648704059801900,18.77263,17.65916,17.22625,16.94662,16.71868,0.247679,0.1929898,0.1335095,0.09921184,0.07379539,0.05804609,6.981499e-06,GALAXY
1237648704059801913,20.66505,18.69062,17.70611,17.28026,16.91391,0.2432626,0.1895486,0.1311288,0.09744278,0.07247953,0.09071708,2.925465e-05,GALAXY
1237648704059801939,20.90584,18.83794,17.4516,16.92075,16.54112,0.2357489,0.183694,0.1270786,0.09443304,0.07024083,0.2153375,4.442513e-05,GALAXY
1237648704059801953,19.86327,18.51897,17.76717,17.38453,17.13602,0.2323207,0.1810227,0.1252307,0.09305981,0.0692194,0.1104264,1.995314e-05,GALAXY
1237648704059801983,18.81541,17.51669,16.8731,16.50703,16.25874,0.2264112,0.1764181,0.1220452,0.09069266,0.06745868,0.09180361,1.644305e-05,GALAXY
1237648704059802091,21.03486,19.03122,17.64718,17.10269,16.69182,0.2387572,0.186038,0.1287002,0.09563805,0.07113714,0.2137748,5.313041e-05,GALAXY
1237648704059802100,22.51393,20.52479,18.81669,18.13914,17.69382,0.2290588,0.1784811,0.1234724,0.09175321,0.06824753,0.3392853,5.404088e-05,GALAXY
1237648704059802304,24.79835,21.25011,19.46426,18.65603,18.24574,0.2479627,0.1932109,0.1336624,0.09932547,0.0738799,0.3877592,6.373288e-05,GALAXY
1237648704059802616,23.33629,20.99806,19.22209,18.60273,18.12633,0.2278599,0.1775469,0.1228261,0.09127297,0.06789032,0.3701818,7.655673e-05,GALAXY
1237648704059802807,22.56611,22.20389,20.40413,19.32269,18.72436,0.2356275,0.1835994,0.1270132,0.0943844,0.07020465,0.6193,0.0001440603,GALAXY
1237648704059867388,20.4028,18.44049,17.27789,16.80743,16.45504,0.2234954,0.1741461,0.1204735,0.08952471,0.06658994,0.1459986,3.779394e-05,GALAXY
1237648704059867647,21.14973,19.17559,17.78175,17.23102,16.79008,0.2341896,0.182479,0.1262381,0.09380844,0.06977624,0.2021493,3.649957e-05,GALAXY
1237648704059867880,24.06687,21.66644,20.41543,19.63404,19.23128,0.2232709,0.1739711,0.1203524,0.08943476,0.06652303,0.4623242,0.0001441643,GALAXY
1237648704059868292,24.43601,22.55157,20.80322,19.7626,19.2709,0.2314538,0.1803472,0.1247634,0.09271257,0.06896111,0.5422195,0.0001359111,GALAXY
1237648704059933152,23.54664,20.73717,19.00207,18.38919,18.05754,0.2099608,0.1636,0.1131777,0.08410317,0.06255731,0.3310906,4.581031e-05,GALAXY
1237648704059933371,24.4727,22.13633,20.41373,19.43808,18.98399,0.2173704,0.1693735,0.1171718,0.08707123,0.06476499,0.5038953,0.0001244351,GALAXY
1237648704059933374,23.36752,21.79993,19.8657,18.98363,18.40288,0.2297601,0.1790275,0.1238504,0.0920341,0.06845646,0.5043188,0.0001630878,GALAXY
1237648704059998391,18.24698,16.62592,15.79172,15.34147,14.98084,0.2489149,0.1939528,0.1341757,0.0997069,0.07416361,0.05363998,1.251892e-05,GALAXY
1237648704059998583,19.56844,18.57342,18.13634,17.80657,17.6535,0.2422027,0.1887227,0.1305575,0.0970182,0.07216372,0.1179704,1.081652e-05,GALAXY
1237648704059998605,19.21794,18.02065,17.50691,17.17275,16.94141,0.2187611,0.1704572,0.1179215,0.0876283,0.06517936,0.08124371,7.309643e-06,GALAXY
1237648704059999052,23.6728,22.03609,20.4516,19.49346,19.06318,0.2098859,0.1635417,0.1131374,0.08407319,0.06253501,0.5412651,0.0001635953,GALAXY
1237648704059999522,22.35181,22.35048,20.28406,19.11876,18.51109,0.2122379,0.1653743,0.1144052,0.08501533,0.06323578,0.6857135,0.000185886,GALAXY
1237648704060064159,19.93468,18.5587,17.81568,17.41052,17.09528,0.2331184,0.1816442,0.1256607,0.09337933,0.06945707,0.09987765,8.856259e-06,GALAXY
1237648704060064200,21.29924,19.30025,17.79762,17.26566,16.86475,0.2342641,0.182537,0.1262783,0.09383829,0.06979845,0.2369933,4.233186e-05,GALAXY
1237648704060129355,19.43132,17.52564,16.49898,16.01826,15.64188,0.2395696,0.186671,0.1291381,0.09596348,0.07137919,0.09954324,3.419682e-05,GALAXY
1237648704060129398,24.61422,22.3449,20.53062,19.72223,19.25248,0.2342588,0.1825329,0.1262754,0.09383616,0.06979686,0.4517268,0.0001244282,GALAXY
1237648704060129535,20.69586,18.92387,17.48078,16.95742,16.54128,0.2312562,0.1801933,0.1246569,0.09263343,0.06890225,0.2301086,3.486625e-05,GALAXY
1237648704060129536,19.46269,18.21181,17.68584,17.32273,17.11437,0.231378,0.1802882,0.1247225,0.0926822,0.06893853,0.07851809,8.449231e-06,GALAXY
1237648704060129571,20.86633,18.67052,17.6544,17.22263,16.82345,0.2369819,0.1846547,0.1277433,0.09492692,0.07060819,0.09964198,2.351624e-05,GALAXY
1237648704060129683,20.34078,18.39707,17.34446,16.92205,16.53178,0.2395095,0.1866242,0.1291057,0.09593939,0.07136128,0.1207226,2.850675e-05,GALAXY
1237648704060129781,21.28945,19.06365,17.691,17.17877,16.84101,0.2493169,0.1942661,0.1343924,0.09986793,0.07428338,0.2299115,4.828272e-05,GALAXY
1237648704060130485,22.96325,20.96755,19.15079,18.48798,18.06907,0.2471716,0.1925944,0.1332359,0.09900858,0.07364419,0.3420407,6.902233e-05,GALAXY
1237648704060194890,20.22871,18.14577,17.25019,16.89296,16.27844,0.2408882,0.1876985,0.1298489,0.09649168,0.07177208,0.1146388,1.96501e-05,GALAXY
1237648704060194961,18.16483,16.24018,15.30426,14.86269,14.49888,0.243257,0.1895442,0.1311258,0.09744053,0.07247785,0.05090167,1.198064e-05,GALAXY
1237648704060194982,19.38717,17.08355,16.18545,15.76851,15.43311,0.2437572,0.1899339,0.1313954,0.09764088,0.07262688,0.1216608,2.378368e-05,GALAXY
1237648704060195233,21.09292,18.88051,17.86781,17.4365,17.03598,0.2463375,0.1919445,0.1327863,0.09867445,0.07339567,0.1150142,2.729069e-05,GALAXY
1237648704060195342,19.83209,18.59048,17.92142,17.57452,17.38146,0.2379557,0.1854135,0.1282682,0.095317,0.07089833,0.1216475,1.297361e-05,GALAXY
1237648704060195798,24.52173,22.926,21.22067,19.91554,19.4852,0.2472891,0.192686,0.1332993,0.09905563,0.07367919,0.7189221,0.0001710424,GALAXY
1237648704060196056,23.15525,22.16361,20.71585,19.71626,19.33434,0.2401066,0.1870895,0.1294276,0.0961786,0.07153921,0.5704224,5.905109e-05,GALAXY
1237648704060260538,19.19332,17.63256,16.9431,16.58013,16.27737,0.2529646,0.1971083,0.1363586,0.101329,0.07537019,0.050802,1.54667e-05,GALAXY
1237648704060260569,19.86975,18.43705,17.73712,17.39141,17.11874,0.2533141,0.1973806,0.136547,0.1014691,0.07547434,0.05021417,1.698482e-05,GALAXY
1237648704060260629,20.20484,18.35718,17.36079,16.88773,16.48018,0.2554279,0.1990277,0.1376865,0.1023158,0.07610415,0.1168362,2.366622e-05,GALAXY
1237648704060260959,21.87638,21.33804,20.25993,19.51843,19.09898,0.2519117,0.1962879,0.1357911,0.1009073,0.07505651,0.6320698,8.673769e-05,GALAXY
1237648704060261031,22.43386,21.75949,20.93215,20.22269,20.06403,0.2499586,0.194766,0.1347383,0.100125,0.07447457,0.3412105,4.932704e-05,GALAXY
1237648704060325950,18.73309,17.45082,16.74041,16.32087,16.05798,0.2644376,0.206048,0.142543,0.1059247,0.07878856,0.1241378,6.560883e-06,GALAXY
1237648704060325973,20.32702,18.60427,17.659,17.26482,16.87958,0.2683659,0.2091089,0.1446606,0.1074983,0.07995898,0.1154048,2.49076e-05,GALAXY
1237648704060326173,19.98499,18.14204,17.14951,16.71467,16.33508,0.2593757,0.2021038,0.1398145,0.1038971,0.07728037,0.1188628,2.695544e-05,GALAXY
1237648704060326178,20.26455,18.48958,17.39704,16.85792,16.41729,0.2680423,0.2088567,0.1444861,0.1073687,0.07986256,0.1240448,1.576964e-05,GALAXY
1237648704060326281,20.6737,18.93397,17.82136,17.3551,17.00039,0.2638786,0.2056124,0.1422417,0.1057008,0.078622,0.1694146,3.576125e-05,GALAXY
1237648704060326795,23.47008,22.31532,20.39165,19.25581,18.80702,0.2715262,0.2115714,0.1463641,0.1087642,0.08090059,0.6335499,0.0001483923,GALAXY
1237648704060392123,23.8467,22.3208,20.61104,19.62227,19.0656,0.2614968,0.2037565,0.1409578,0.1047468,0.07791234,0.5040138,0.0001058384,GALAXY
1237648704060457113,24.36795,22.0707,19.73236,18.8151,18.40089,0.2688854,0.2095137,0.1449406,0.1077064,0.08011377,0.6310341,0.0001371575,GALAXY
1237648704060457271,23.14354,20.95403,18.90644,18.17444,17.72675,0.2748005,0.2141227,0.1481291,0.1100758,0.08187616,0.4243007,8.15178e-05,GALAXY
1237648704060457414,19.82617,18.11869,17.32636,16.95584,16.70164,0.2683986,0.2091344,0.1446782,0.1075114,0.07996874,0.03732303,1.738219e-05,GALAXY
1237648704060522708,24.84327,21.47761,19.59818,18.88906,18.52247,0.2667952,0.207885,0.1438139,0.1068691,0.07949099,0.3969156,0.0001403043,GALAXY
1237648704060522786,23.22439,20.96844,19.12636,18.40818,17.94267,0.2632516,0.2051238,0.1419037,0.1054497,0.07843518,0.3106864,9.949518e-05,GALAXY
1237648704060522809,18.55505,16.48531,15.5507,15.1237,14.76435,0.2598346,0.2024613,0.1400618,0.1040809,0.0774171,0.05066264,1.346514e-05,GALAXY
1237648704060522830,19.94191,17.80154,16.65815,16.18815,15.79344,0.256959,0.2002207,0.1385118,0.1029291,0.07656033,0.137064,2.336699e-05,GALAXY
1237648704060522858,19.28946,18.70403,18.10892,17.71365,17.48569,0.2537173,0.1976948,0.1367644,0.1016306,0.07559448,0.2280773,1.254462e-05,GALAXY
1237648704060522967,24.58498,21.01181,19.15009,18.44723,18.04078,0.2660542,0.2073076,0.1434145,0.1065723,0.07927022,0.3944694,0.0001363207,GALAXY
1237648704060522968,24.99373,21.44648,19.54319,18.80742,18.40132,0.2659212,0.207204,0.1433428,0.106519,0.0792306,0.4255041,8.975957e-05,GALAXY
1237648704060523148,23.38258,21.76164,19.9943,19.16474,18.66061,0.264462,0.206067,0.1425562,0.1059345,0.07879583,0.4463403,8.436979e-05,GALAXY
1237648704060523464,23.85643,21.96868,20.14735,19.28049,18.68611,0.2689631,0.2095742,0.1449825,0.1077375,0.08013692,0.4996337,0.0001270145,GALAXY
1237648704060588144,19.78911,18.39747,17.77141,17.4147,17.22566,0.2555094,0.1990912,0.1377304,0.1023484,0.07612842,0.05022306,1.485967e-05,GALAXY
1237648704060588280,20.62912,18.49782,17.38807,16.93129,16.53872,0.2592838,0.2020322,0.1397649,0.1038603,0.077253,0.115644,2.56042e-05,GALAXY
1237648704060588741,22.47828,20.94516,19.14916,18.53596,18.15175,0.2527418,0.1969347,0.1362385,0.1012398,0.07530382,0.3970677,6.771529e-05,GALAXY
1237648704060588941,22.97816,22.06635,20.5943,19.51173,18.90179,0.2637854,0.2055398,0.1421915,0.1056635,0.07859424,0.5840973,0.0001583853,GALAXY
1237648704060589300,23.57913,21.77354,20.38065,19.26228,19.08007,0.2640759,0.2057661,0.1423481,0.1057799,0.07868079,0.5853028,0.000213221,GALAXY
1237648704060653764,17.30256,15.99649,15.31842,14.97623,14.68381,0.2574468,0.2006008,0.1387747,0.1031245,0.07670566,0.02870046,1.130131e-05,GALAXY
1237648704060653903,20.53703,18.684,17.73235,17.32032,16.9774,0.2612382,0.203555,0.1408184,0.1046432,0.0778353,0.07603929,2.699622e-05,GALAXY
1237648704060653941,18.86898,17.62529,16.89784,16.51514,16.25417,0.2499211,0.1947368,0.134718,0.1001099,0.07446339,0.1197494,1.138489e-05,GALAXY
1237648704060653957,18.93109,17.89088,17.45979,17.13494,17.0079,0.2560779,0.1995341,0.1380368,0.1025761,0.07629779,0.07599573,6.920629e-06,GALAXY
1237648704060653961,19.34785,17.97901,17.19645,16.79928,16.47042,0.2510619,0.1956257,0.135333,0.1005669,0.0748033,0.1143977,2.117058e-05,GALAXY
1237648704060653973,19.62545,18.18049,17.39317,16.98569,16.65924,0.2483109,0.1934822,0.1338501,0.09946494,0.07398364,0.07636304,9.445812e-06,GALAXY
1237648704060654027,19.27315,17.97876,17.33981,16.99782,16.80838,0.249832,0.1946674,0.13467,0.1000742,0.07443684,0.09290738,1.134565e-05,GALAXY
1237648704060654085,20.32479,18.42513,17.48765,17.05367,16.69254,0.2506168,0.1952789,0.135093,0.1003886,0.07467068,0.07634206,2.520069e-05,GALAXY
1237648704060654923,24.6735,23.51498,21.42155,20.25347,19.96501,0.2474708,0.1928276,0.1333972,0.09912845,0.07373335,0.5382919,0.0001569211,GALAXY
